election_date,election_year,election_month,election_day,prop_letter_or_num,prop_title,num_yes_votes,num_no_votes,pct_yes_votes,pct_no_votes,pct_required_to_pass,pass_or_fail,raw_source_of_prop,source_of_prop,prop_kind,description,prop_url
11/3/1942,1942,11,3,26,Market Street Railway Purchase,96003,102081,48.4,51.6,50%+1,F,Supervisor,supervisor,Charter Amendment,"Provides for purchase of operative properties of  the Market Street Railway for $7,950,000, to be financed by issuance of revenue bonds.",https://sfpl.org/index.php?pg=2000027201&propid=505
11/3/1942,1942,11,3,27,Rotation of Candidate's Names on Ballot,104846,37749,73.5,26.5,50%+1,P,Supervisor,supervisor,Charter Amendment,Provides for arrangement of candidates' names and descriptive designation on ballot and for rotation of their order by assembly districts.,https://sfpl.org/index.php?pg=2000027201&propid=506
11/3/1942,1942,11,3,28,Fire and Police Department Salaries,114564,62595,64.6,35.4,50%+1,P,Supervisor,supervisor,Charter Amendment,"Fixes the rates of pay, on graduated scale on basis of service, of members of the Fire and Police Departments.",https://sfpl.org/index.php?pg=2000027201&propid=507
11/3/1942,1942,11,3,29,Board of Education,118387,38552,75.4,24.6,50%+1,P,Supervisor,supervisor,Charter Amendment,Authorizes Board of Education to pay teachers annual salaries in twelve equal payments.,https://sfpl.org/index.php?pg=2000027201&propid=508
11/3/1942,1942,11,3,30,Superintendent of Schools,95857,45503,67.8,32.2,50%+1,P,Supervisor,supervisor,Charter Amendment,"Provides for four-year term for Superintendent of Schools, for method of appointment, suspension and removal.  Limits minimum salary.  Does not affect incumbent.",https://sfpl.org/index.php?pg=2000027201&propid=509
11/3/1942,1942,11,3,31,Health Service,78858,72618,52.0,48.0,50%+1,P,Supervisor,supervisor,Charter Amendment,"Provides employees, excepting Medical Director, of the Health Service System shall be subject to the civil service provisions of the Charter and restricts salaries to regular City standards.",https://sfpl.org/index.php?pg=2000027201&propid=510
11/3/1942,1942,11,3,32,Salvage Corps,94271,50356,65.1,34.9,50%+1,P,Supervisor,supervisor,Charter Amendment,Provides for acquisition and operation of facilities and operating force of Underwriter's Fire Patrol as a division of the Fire Department.  Extends civil service to employees.,https://sfpl.org/index.php?pg=2000027201&propid=511
11/3/1942,1942,11,3,33,Leaves of Absence,117565,41472,73.1,26.1,50%+1,P,Supervisors,supervisors,Charter Amendment,Provides for leaves of absence to city employees engaging in war defense work.  Protects their retirement rights.,https://sfpl.org/index.php?pg=2000027201&propid=512
11/3/1942,1942,11,3,34,Standardization of Compensations,83241,58945,58.5,41.5,50%+1,P,Supervisor,supervisor,Charter Amendment,"Provides periodic standardization of pay of all city employments at one time after comprehensive survey of private and government employments.  Requires $12,5000 revolving survey fund annually replenished.",https://sfpl.org/index.php?pg=2000027201&propid=513
11/3/1942,1942,11,3,35,Limited Tenure Appointments,92180,45046,67.1,32.9,50%+1,P,Supervisor,supervisor,Charter Amendment,"Provides for informal, non-competitive tests for city employment during war-time.  Limits tenure of such employments for duration of war and six months thereafter.",https://sfpl.org/index.php?pg=2000027201&propid=514
11/3/1942,1942,11,3,36,Legion of Honor and De Young Museum,95084,51008,65.0,35.0,50%+1,P,Supervisor,supervisor,Charter Amendment,"Provides employees shall be subject to civil service and salary standardization provisions of Charter.  Director, Curators, Secretaries remain appointive.",https://sfpl.org/index.php?pg=2000027201&propid=515
11/3/1942,1942,11,3,37,Recreation Commission,86512,44101,66.2,33.8,50%+1,P,Supervisor,supervisor,Charter Amendment,Defines and specifies duties and powers of Recreation Commission.,https://sfpl.org/index.php?pg=2000027201&propid=516
11/3/1942,1942,11,3,38,Street Car Service,75102,68724,52.2,47.8,50%+1,P,Supervisor,supervisor,Charter Amendment,"Provides that after merger of street railway systems, street car or other transportation service may be abandoned by Public Utilities Commission unless, after public hearing, nine Supervisors object.",https://sfpl.org/index.php?pg=2000027201&propid=517
11/3/1942,1942,11,3,39,Board of Supervisors,112120,39550,73.9,26.1,50%+1,P,Supervisor,supervisor,Charter Amendment,"Provides Board of Supervisors may provide medical care, hospitalization, and compensation for civilian defense workers injured on duty.",https://sfpl.org/index.php?pg=2000027201&propid=518
4/20/1943,1943,4,20,1,Market Street Railway Purchase,53619,88418,37.7,62.3,50%+1,F,Supervisor,supervisor,Charter Amendment,"Provides for purchase of operative properties of Market Street Railway for $7,950,000, to be financed by issuance of revenue bonds.",https://sfpl.org/index.php?pg=2000027201&propid=519
11/2/1943,1943,11,2,1,Fire Department,63016,95671,39.7,60.3,50%+1,F,Supervisor,supervisor,Charter Amendment,"Designating Fire Department members, prescribing their contributions, conditions of retirement and pensions they will receive.",https://sfpl.org/index.php?pg=2000027201&propid=520
11/2/1943,1943,11,2,2,Sewer Construction and Reconstruction,75544,76383,49.7,50.3,50%+1,F,Supervisor,supervisor,Charter Amendment,"The tax levy for sewer construction and reconstruction shall be not less than ten cents, from 1944 to 1954, inclusive.",https://sfpl.org/index.php?pg=2000027201&propid=521
11/2/1943,1943,11,2,4,Police Department,38230,116450,24.7,75.3,50%+1,F,Supervisor,supervisor,Charter Amendment,Fixes salary of Captain of Traffic at $5390 per year.,https://sfpl.org/index.php?pg=2000027201&propid=522
11/2/1943,1943,11,2,5,Continuous Service,76219,73982,50.7,49.3,50%+1,P,Supervisor,supervisor,Charter Amendment,Requires City to make contributions to Retirement System for city employees engaged in armed services.,https://sfpl.org/index.php?pg=2000027201&propid=523
11/2/1943,1943,11,2,6,Recreation Department,69959,74171,48.5,51.5,50%+1,F,Supervisor,supervisor,Charter Amendment,Fixes four years as the term of office of each commissioner of Recreation Department.,https://sfpl.org/index.php?pg=2000027201&propid=524
11/2/1943,1943,11,2,7,Reward for Apprehension of Felons,61162,84106,42.1,57.9,50%+1,F,Supervisor,supervisor,Charter Amendment,Authorizes Board of Supervisors to offer rewards for apprehension and conviction of felons.,https://sfpl.org/index.php?pg=2000027201&propid=525
11/2/1943,1943,11,2,8,One-Man Car Operation,33683,143418,19.0,81.0,50%+1,F,NA,na,Ordinance,"Permits operation of electric streetcars by one person, on designated streets excepting Market Street, for duration of war.",https://sfpl.org/index.php?pg=2000027201&propid=526
5/16/1944,1944,5,16,2,Military Leaves of Absence,108621,84078,56.3,43.7,50%+1,P,Supervisor,supervisor,Charter Amendment,"Defines military leaves for civil service employees; maintains their status from September 16, 1940, until peace proclamation and for two years thereafter.",https://sfpl.org/index.php?pg=2000027201&propid=528
5/16/1944,1944,5,16,3,Transfer of Disabled Employees,132049,36210,78.4,21.6,50%+1,P,Supervisor,supervisor,Charter Amendment,"Permits re-classification of civil service employees of advanced age or disabled through service in armed forces, and limiting salaries.",https://sfpl.org/index.php?pg=2000027201&propid=529
5/16/1944,1944,5,16,4,Fire Department and Salvage Corps Salaries,129201,37587,77.4,22.6,50%+1,P,Supervisor,supervisor,Charter Amendment,Increases $25 per month salaries of uniformed members of Fire Department and Salvage Corps during war and six months thereafter.,https://sfpl.org/index.php?pg=2000027201&propid=530
5/16/1944,1944,5,16,5,Members of Fire Department Permitted to Work on Days Off,92063,79026,53.8,46.2,50%+1,P,Supervisor,supervisor,Charter Amendment,"Permits members of Fire Department to work on their days off, during their two weeks vacation and to be compensated therefor.",https://sfpl.org/index.php?pg=2000027201&propid=531
5/16/1944,1944,5,16,6,"Police Department-Basic Work Week, Payment for Excess Services",113696,58137,66.1,33.9,50%+1,P,Supervisor,supervisor,Charter Amendment,Establishes 48 hour basic week for service of members of Police Department and payment of services in excess thereof.,https://sfpl.org/index.php?pg=2000027201&propid=532
5/19/1944,1944,5,19,1,Market Street Railway Purchase,98163,69832,58.4,41.6,50%+1,P,Supervisor,supervisor,Charter Amendment,"Authorizes purchase of operative properties of Market Street Railway, paying $2,000,000 in cash and $5,500,000 from earnings; none from taxes.",https://sfpl.org/index.php?pg=2000027201&propid=533
11/7/1944,1944,11,7,26,Sewer Construction and Reconstruction Bonds,222501,44898,83.2,16.8,50%+1,P,Supervisor,supervisor,Charter Amendment,"To incur a bonded indebtedness in the sum of $12,000,000 for constructing new and reconstructing old sewers, and sewage disposal plants, within the city and county.",https://sfpl.org/index.php?pg=2000027201&propid=534
11/7/1944,1944,11,7,27,Juvenile Home and Court Bonds,202239,51667,79.6,20.4,50%+1,P,Supervisor,supervisor,Charter Amendment,"To incur a bonded indebtedness in the sum of $1,250,000 for the construction of buildings for uses of a Juvenile Detention Home, with meeting, court rooms and offices and the necessary lands therefor.",https://sfpl.org/index.php?pg=2000027201&propid=535
11/7/1944,1944,11,7,28,Retired Persons in Employments-Pensions,169740,67366,71.5,28.5,50%+1,P,Supervisor,supervisor,Charter Amendment,Provides that penalties on pensioners engaging in gainful occupations shall be suspended for the war and six months thereafter.,https://sfpl.org/index.php?pg=2000027201&propid=536
11/7/1944,1944,11,7,29,"Secretary, Superintendent of School",110468,115590,48.8,51.2,50%+1,F,Supervisor,supervisor,Charter Amendment,Provides for the appointment of non-civil-service confidential secretary by Superintendent of Schools.,https://sfpl.org/index.php?pg=2000027201&propid=537
11/7/1944,1944,11,7,30,Steinhart Aquarium-Employees,154622,70335,68.7,31.3,50%+1,P,Supervisor,supervisor,Charter Amendment,Provides that employees of the Steinhart Aquarium with certain exceptions shall be subject to Civil Service.,https://sfpl.org/index.php?pg=2000027201&propid=538
11/7/1944,1944,11,7,31,Recreation Commission-Term of Office,115817,58576,66.4,33.6,50%+1,P,Supervisor,supervisor,Charter Amendment,The term of office of members of Recreation Commission (except ex officio) shall be four years.,https://sfpl.org/index.php?pg=2000027201&propid=539
11/7/1944,1944,11,7,32,City Attorney and Public Defender-Employees,153141,69429,68.8,31.2,50%+1,P,Supervisor,supervisor,Charter Amendment,Employees of the offices of the City Attorney and the Public Defender (except attorneys) shall be subject to Civil Service.,https://sfpl.org/index.php?pg=2000027201&propid=540
11/7/1944,1944,11,7,33,Reinstatement After Red Cross Service,181480,48778,78.8,21.2,50%+1,P,Supervisor,supervisor,Charter Amendment,Provides for reinstatement in municipal service of persons serving in Red Cross.,https://sfpl.org/index.php?pg=2000027201&propid=541
11/7/1944,1944,11,7,34,Police Department-Retirement,202210,54373,78.8,21.2,50%+1,P,Supervisor,supervisor,Charter Amendment,Prescribes retirement provisions for present and future members of Police Department.,https://sfpl.org/index.php?pg=2000027201&propid=542
11/6/1945,1945,11,6,1,Airport Bonds,147978,29309,83.4,16.6,66 2/3%,P,NA,na,Bond Issue,"To incur a bonded indebtedness in the sum of $20,000,000 to enlarge and improve San Francisco Airport for accommodation of national and international air commerce.",https://sfpl.org/index.php?pg=2000027201&propid=543
11/6/1945,1945,11,6,2,Lease of City Property,128738,31461,80.3,19.7,50%+1,P,Supervisor,supervisor,Charter Amendment,Airport lands may be leases or rented to highest bidder not to exceed forty years.,https://sfpl.org/index.php?pg=2000027201&propid=544
